arm_length_m,test_mass_kg,snr_year
1190.0,73.0,2.668978622373692e-10
1190.0,74.0,2.668978955616414e-10
1190.0,75.0,2.6689792756186096e-10
1190.0,76.0,2.668979583072538e-10
1190.0,77.0,2.668979878625797e-10
1190.0,78.0,2.668980162884743e-10
1190.0,79.0,2.668980436417598e-10
1190.0,80.0,2.6689806997572966e-10
1190.0,81.0,2.668980953404078e-10
1190.0,82.0,2.668981197827869e-10
1190.0,83.0,2.6689814334704574e-10
1190.0,84.0,2.668981660747494e-10
1190.0,85.0,2.668981880050323e-10
1190.0,86.0,2.6689820917476695e-10
1190.0,87.0,2.66898229618719e-10
1190.0,88.0,2.668982493696903e-10
1190.0,89.0,2.6689826845864997e-10
1190.0,90.0,2.6689828691485657e-10
1190.0,91.0,2.668983047659698e-10
1190.0,92.0,2.6689832203815425e-10
1190.0,93.0,2.668983387561757e-10
1190.0,94.0,2.668983549434894e-10
1190.0,95.0,2.668983706223229e-10
1190.0,96.0,2.6689838581375177e-10
1190.0,97.0,2.668984005377712e-10
1190.0,98.0,2.6689841481336127e-10
1190.0,99.0,2.668984286585485e-10
1190.0,100.0,2.668984420904625e-10
1200.0,10.0,2.6696344234640115e-10
1200.0,11.0,2.6697456290602943e-10
1200.0,12.0,2.6698302193414675e-10
1200.0,13.0,2.669896056034985e-10
1200.0,14.0,2.6699482989015376e-10
1200.0,15.0,2.669990448015504e-10
1200.0,16.0,2.670024945462205e-10
1200.0,17.0,2.670053537115337e-10
1200.0,18.0,2.670077497906161e-10
1200.0,19.0,2.6700977764264593e-10
1200.0,20.0,2.670115090263889e-10
1200.0,21.0,2.670129990359557e-10
1200.0,22.0,2.6701429053792157e-10
1200.0,23.0,2.6701541728890835e-10
1200.0,24.0,2.6701640616375687e-10
1200.0,25.0,2.6701727877287995e-10
1200.0,26.0,2.670180526529277e-10
1200.0,27.0,2.670187421547248e-10
1200.0,28.0,2.6701935911335406e-10
1200.0,29.0,2.6701991335939423e-10
1200.0,30.0,2.6702041311293494e-10
1200.0,31.0,2.6702086529010713e-10
1200.0,32.0,2.670212757436468e-10
1200.0,33.0,2.670216494532289e-10
1200.0,34.0,2.670219906772106e-10
1200.0,35.0,2.6702230307447347e-10
1200.0,36.0,2.670225898029136e-10
1200.0,37.0,2.6702285359955833e-10
1200.0,38.0,2.670230968461232e-10
1200.0,39.0,2.670233216229591e-10
1200.0,40.0,2.6702352975367904e-10
1200.0,41.0,2.670237228422611e-10
1200.0,42.0,2.670239023040439e-10
1200.0,43.0,2.6702406939173533e-10
1200.0,44.0,2.670242252173329e-10
1200.0,45.0,2.670243707706725e-10
1200.0,46.0,2.6702450693518535e-10
1200.0,47.0,2.670246345013352e-10
1200.0,48.0,2.670247541781154e-10
1200.0,49.0,2.6702486660292164e-10
1200.0,50.0,2.6702497235005573e-10
1200.0,51.0,2.6702507193807494e-10
1200.0,52.0,2.670251658361607e-10
1200.0,53.0,2.67025254469655e-10
1200.0,54.0,2.6702533822488543e-10
1200.0,55.0,2.6702541745338224e-10
1200.0,56.0,2.6702549247557246e-10
1200.0,57.0,2.6702556358402504e-10
1200.0,58.0,2.6702563104630725e-10
1200.0,59.0,2.6702569510750593e-10
1200.0,60.0,2.670257559924555e-10
1200.0,61.0,2.6702581390771444e-10
1200.0,62.0,2.6702586904331906e-10
1200.0,63.0,2.6702592157434435e-10
1200.0,64.0,2.6702597166229533e-10
1200.0,65.0,2.670260194563504e-10
1200.0,66.0,2.6702606509447297e-10
1200.0,67.0,2.6702610870440815e-10
1200.0,68.0,2.6702615040457783e-10
1200.0,69.0,2.670261903048855e-10
1200.0,70.0,2.670262285074408e-10
1200.0,71.0,2.670262651072138e-10
1200.0,72.0,2.670263001926256e-10
1200.0,73.0,2.6702633384608306e-10
1200.0,74.0,2.670263661444627e-10
1200.0,75.0,2.6702639715955064e-10
1200.0,76.0,2.6702642695844146e-10
1200.0,77.0,2.670264556039015e-10
1200.0,78.0,2.670264831546997e-10
1200.0,79.0,2.67026509665909e-10
1200.0,80.0,2.670265351891822e-10
1200.0,81.0,2.670265597730034e-10
1200.0,82.0,2.6702658346291845e-10
1200.0,83.0,2.6702660630174626e-10
1200.0,84.0,2.6702662832977215e-10
1200.0,85.0,2.6702664958492596e-10
1200.0,86.0,2.6702667010294496e-10
1200.0,87.0,2.6702668991752476e-10
1200.0,88.0,2.670267090604571e-10
1200.0,89.0,2.67026727561758e-10
1200.0,90.0,2.6702674544978513e-10
1200.0,91.0,2.670267627513467e-10
1200.0,92.0,2.67026779491802e-10
1200.0,93.0,2.6702679569515426e-10
1200.0,94.0,2.670268113841366e-10
1200.0,95.0,2.670268265802923e-10
1200.0,96.0,2.670268413040483e-10
1200.0,97.0,2.670268555747841e-10
1200.0,98.0,2.6702686941089564e-10
1200.0,99.0,2.6702688282985417e-10
1200.0,100.0,2.670268958482622e-10
1210.0,10.0,2.67091342452138e-10
1210.0,11.0,2.6710212332735746e-10
1210.0,12.0,2.6711032394122523e-10
1210.0,13.0,2.6711670646980064e-10
1210.0,14.0,2.6712177113639885e-10
1210.0,15.0,2.671258572609291e-10
1210.0,16.0,2.6712920159398065e-10
1210.0,17.0,2.6713197339058e-10
1210.0,18.0,2.671342962495416e-10
1210.0,19.0,2.6713626213233075e-10
1210.0,20.0,2.6713794060552386e-10
1210.0,21.0,2.6713938508004996e-10
1210.0,22.0,2.671406371128069e-10
1210.0,23.0,2.671417294290304e-10
1210.0,24.0,2.6714268808241027e-10
1210.0,25.0,2.6714353402304185e-10
1210.0,26.0,2.6714428425171937e-10
1210.0,27.0,2.6714495268074916e-10
1210.0,28.0,2.671455507835617e-10
1210.0,29.0,2.6714608809033104e-10
1210.0,30.0,2.6714657256995113e-10
1210.0,31.0,2.671470109272022e-10
1210.0,32.0,2.6714740883596316e-10
1210.0,33.0,2.6714777112373034e-10
1210.0,34.0,2.671481019187245e-10
1210.0,35.0,2.671484047680097e-10
1210.0,36.0,2.6714868273297436e-10
1210.0,37.0,2.6714893846699903e-10
1210.0,38.0,2.6714917427901087e-10
1210.0,39.0,2.6714939218578204e-10
1210.0,40.0,2.67149593955193e-10
1210.0,41.0,2.67149781142201e-10
1210.0,42.0,2.6714995511888877e-10
1210.0,43.0,2.67150117099679e-10
1210.0,44.0,2.6715026816258377e-10
1210.0,45.0,2.6715040926718696e-10
1210.0,46.0,2.671505412699199e-10
1210.0,47.0,2.671506649370875e-10
1210.0,48.0,2.6715078095601437e-10
1210.0,49.0,2.671508899446153e-10
1210.0,50.0,2.6715099245963977e-10
1210.0,51.0,2.671510890037961e-10
1210.0,52.0,2.671511800319263e-10
1210.0,53.0,2.6715126595637227e-10
1210.0,54.0,2.6715134715165425e-10
1210.0,55.0,2.6715142395855835e-10
1210.0,56.0,2.671514966877183e-10
1210.0,57.0,2.67151565622761e-10
1210.0,58.0,2.6715163102307603e-10
1210.0,59.0,2.6715169312625916e-10
1210.0,60.0,2.671517521502733e-10
1210.0,61.0,2.671518082953637e-10
1210.0,62.0,2.6715186174575824e-10
1210.0,63.0,2.67151912671181e-10
1210.0,64.0,2.6715196122820077e-10
1210.0,65.0,2.671520075614365e-10
1210.0,66.0,2.6715205180463475e-10
1210.0,67.0,2.6715209408163625e-10
1210.0,68.0,2.671521345072436e-10
1210.0,69.0,2.671521731880008e-10
1210.0,70.0,2.671522102228969e-10
1210.0,71.0,2.6715224570399933e-10
1210.0,72.0,2.671522797170264e-10
1210.0,73.0,2.6715231234186645e-10
1210.0,74.0,2.671523436530463e-10
1210.0,75.0,2.6715237372015786e-10
1210.0,76.0,2.6715240260824507e-10
1210.0,77.0,2.671524303781558e-10
1210.0,78.0,2.6715245708686277e-10
1210.0,79.0,2.671524827877558e-10
1210.0,80.0,2.671525075309088e-10
1210.0,81.0,2.6715253136332393e-10
1210.0,82.0,2.6715255432915503e-10
1210.0,83.0,2.6715257646991225e-10
1210.0,84.0,2.6715259782464967e-10
1210.0,85.0,2.6715261843013764e-10
1210.0,86.0,2.6715263832102134e-10
1210.0,87.0,2.6715265752996633e-10
1210.0,88.0,2.671526760877928e-10
1210.0,89.0,2.6715269402359917e-10
1210.0,90.0,2.6715271136487653e-10
1210.0,91.0,2.6715272813761357e-10
1210.0,92.0,2.671527443663945e-10
1210.0,93.0,2.671527600744889e-10
1210.0,94.0,2.6715277528393513e-10
1210.0,95.0,2.671527900156181e-10
1210.0,96.0,2.671528042893401e-10
1210.0,97.0,2.6715281812388856e-10
1210.0,98.0,2.6715283153709694e-10
1210.0,99.0,2.671528445459027e-10
1210.0,100.0,2.6715285716640076e-10
1220.0,10.0,2.672166278623342e-10
1220.0,11.0,2.6722708175886597e-10
1220.0,12.0,2.672350336260201e-10
1220.0,13.0,2.672412225397034e-10
1220.0,14.0,2.6724613355921663e-10
1220.0,15.0,2.6725009571648083e-10
1220.0,16.0,2.672533385830095e-10
1220.0,17.0,2.67256026280907e-10
1220.0,18.0,2.6725827866033825e-10
1220.0,19.0,2.6726018489345357e-10
1220.0,20.0,2.672618124366548e-10
1220.0,21.0,2.6726321308066534e-10
1220.0,22.0,2.672644271217113e-10
1220.0,23.0,2.672654862922366e-10
1220.0,24.0,2.6726641585550964e-10
1220.0,25.0,2.672672361260197e-10
1220.0,26.0,2.6726796358876017e-10
1220.0,27.0,2.6726861173393136e-10
1220.0,28.0,2.672691916868472e-10
1220.0,29.0,2.67269712688521e-10
1220.0,30.0,2.672701824660537e-10
1220.0,31.0,2.672706075207854e-10
1220.0,32.0,2.672709933544332e-10
1220.0,33.0,2.672713446480113e-10
1220.0,34.0,2.672716654044753e-10
1220.0,35.0,2.672719590632578e-10
1220.0,36.0,2.6727222859285184e-10
1220.0,37.0,2.6727247656612273e-10
1220.0,38.0,2.672727052219342e-10
1220.0,39.0,2.672729165158598e-10
1220.0,40.0,2.672731121621334e-10
1220.0,41.0,2.672732936685271e-10
1220.0,42.0,2.6727346236548727e-10
1220.0,43.0,2.6727361943058416e-10
1220.0,44.0,2.6727376590911685e-10
1220.0,45.0,2.6727390273155e-10
1220.0,46.0,2.672740307283258e-10
1220.0,47.0,2.672741506424948e-10
1220.0,48.0,2.672742631405239e-10
1220.0,49.0,2.672743688215765e-10
1220.0,50.0,2.6727446822550703e-10
1220.0,51.0,2.672745618397682e-10
1220.0,52.0,2.6727465010539913e-10
1220.0,53.0,2.672747334222287e-10
1220.0,54.0,2.672748121534116e-10
1220.0,55.0,2.672748866293923e-10
1220.0,56.0,2.6727495715137776e-10
1220.0,57.0,2.6727502399438763e-10
1220.0,58.0,2.672750874099399e-10
1220.0,59.0,2.6727514762841997e-10
1220.0,60.0,2.672752048611762e-10
1220.0,61.0,2.672752593023771e-10
1220.0,62.0,2.672753111306597e-10
1220.0,63.0,2.672753605105974e-10
1220.0,64.0,2.6727540759400773e-10
1220.0,65.0,2.6727545252112055e-10
1220.0,66.0,2.672754954216239e-10
1220.0,67.0,2.672755364156002e-10
1220.0,68.0,2.6727557561436774e-10
1220.0,69.0,2.6727561312123774e-10
1220.0,70.0,2.672756490321949e-10
1220.0,71.0,2.6727568343651247e-10
1220.0,72.0,2.6727571641730783e-10
1220.0,73.0,2.6727574805204453e-10
1220.0,74.0,2.6727577841298787e-10
1220.0,75.0,2.6727580756761774e-10
1220.0,76.0,2.6727583557900434e-10
1220.0,77.0,2.6727586250614875e-10
1220.0,78.0,2.6727588840429475e-10
1220.0,79.0,2.6727591332521194e-10
1220.0,80.0,2.672759373174545e-10
1220.0,81.0,2.672759604265983e-10
1220.0,82.0,2.672759826954572e-10
1220.0,83.0,2.672760041642815e-10
1220.0,84.0,2.672760248709403e-10
1220.0,85.0,2.6727604485108784e-10
1220.0,86.0,2.6727606413831797e-10
1220.0,87.0,2.6727608276430484e-10
1220.0,88.0,2.6727610075893343e-10
1220.0,89.0,2.6727611815041905e-10
1220.0,90.0,2.672761349654184e-10
1220.0,91.0,2.6727615122913176e-10
1220.0,92.0,2.672761669653969e-10
1220.0,93.0,2.6727618219677744e-10
1220.0,94.0,2.6727619694464293e-10
1220.0,95.0,2.6727621122924416e-10
1220.0,96.0,2.6727622506978284e-10
1220.0,97.0,2.67276238484476e-10
1220.0,98.0,2.6727625149061604e-10
1220.0,99.0,2.672762641046264e-10
1220.0,100.0,2.6727627634211345e-10
1230.0,10.0,2.67339092341244e-10
1230.0,11.0,2.673492313957421e-10
1230.0,12.0,2.6735694375061563e-10
1230.0,13.0,2.673629462380681e-10
1230.0,14.0,2.6736770931578733e-10
1230.0,15.0,2.6737155210936723e-10
1230.0,16.0,2.673746972776282e-10
1230.0,17.0,2.673773040002443e-10
1230.0,18.0,2.6737948851786906e-10
1230.0,19.0,2.6738133731688074e-10
1230.0,20.0,2.67382915821846e-10
1230.0,21.0,2.673842742634375e-10
1230.0,22.0,2.6738545172401877e-10
1230.0,23.0,2.6738647898010707e-10
1230.0,24.0,2.6738738053390135e-10
1230.0,25.0,2.67388176087889e-10
1230.0,26.0,2.6738888163041845e-10
1230.0,27.0,2.673895102452602e-10
1230.0,28.0,2.6739007272254127e-10
1230.0,29.0,2.6739057802485373e-10
1230.0,30.0,2.6739103364648654e-10
1230.0,31.0,2.6739144589289615e-10
1230.0,32.0,2.673918201000323e-10
1230.0,33.0,2.6739216080786827e-10
1230.0,34.0,2.673924718987477e-10
1230.0,35.0,2.673927567084694e-10
1230.0,36.0,2.67393018116082e-10
1230.0,37.0,2.6739325861692645e-10
1230.0,38.0,2.6739348038240564e-10
1230.0,39.0,2.673936853091679e-10
1230.0,40.0,2.673938750597938e-10
1230.0,41.0,2.6739405109662254e-10
1230.0,42.0,2.6739421471001106e-10
1230.0,43.0,2.6739436704204625e-10
1230.0,44.0,2.673945091065297e-10
1230.0,45.0,2.6739464180588824e-10
1230.0,46.0,2.6739476594554046e-10
1230.0,47.0,2.6739488224614647e-10
1230.0,48.0,2.673949913540907e-10
1230.0,49.0,2.6739509385048147e-10
1230.0,50.0,2.673951902589056e-10
1230.0,51.0,2.6739528105212736e-10
1230.0,52.0,2.673953666578956e-10
1230.0,53.0,2.67395447463991e-10
1230.0,54.0,2.6739552382262513e-10
1230.0,55.0,2.6739559605428465e-10
1230.0,56.0,2.6739566445110037e-10
1230.0,57.0,2.673957292798043e-10
1230.0,58.0,2.673957907843353e-10
1230.0,59.0,2.6739584918813634e-10
1230.0,60.0,2.6739590469618704e-10
1230.0,61.0,2.673959574968045e-10
1230.0,62.0,2.673960077632432e-10
1230.0,63.0,2.673960556551168e-10
1230.0,64.0,2.6739610131966815e-10
1230.0,65.0,2.673961448929014e-10
1230.0,66.0,2.6739618650059646e-10
1230.0,67.0,2.6739622625921706e-10
1230.0,68.0,2.673962642767272e-10
1230.0,69.0,2.6739630065332466e-10
1230.0,70.0,2.673963354821019e-10
1230.0,71.0,2.673963688496419e-10
1230.0,72.0,2.6739640083655724e-10
1230.0,73.0,2.673964315179772e-10
1230.0,74.0,2.6739646096398944e-10
1230.0,75.0,2.6739648924004033e-10
1230.0,76.0,2.6739651640729945e-10
1230.0,77.0,2.6739654252298997e-10
1230.0,78.0,2.673965676406909e-10
1230.0,79.0,2.6739659181061175e-10
1230.0,80.0,2.673966150798436e-10
1230.0,81.0,2.673966374925888e-10
1230.0,82.0,2.673966590903711e-10
1230.0,83.0,2.673966799122279e-10
1230.0,84.0,2.673966999948869e-10
1230.0,85.0,2.673967193729282e-10
1230.0,86.0,2.673967380789332e-10
1230.0,87.0,2.6739675614362155e-10
1230.0,88.0,2.6739677359597763e-10
1230.0,89.0,2.673967904633664e-10
1230.0,90.0,2.673968067716416e-10
1230.0,91.0,2.6739682254524356e-10
1230.0,92.0,2.673968378072923e-10
