arm_length_m,test_mass_kg,snr_year
1810.0,89.0,2.715826626921375e-10
1810.0,90.0,2.7158266641723366e-10
1810.0,91.0,2.715826700202005e-10
1810.0,92.0,2.715826735063192e-10
1810.0,93.0,2.7158267688058833e-10
1810.0,94.0,2.7158268014774196e-10
1810.0,95.0,2.715826833122665e-10
1810.0,96.0,2.715826863784156e-10
1810.0,97.0,2.7158268935022517e-10
1810.0,98.0,2.71582692231526e-10
1810.0,99.0,2.715826950259565e-10
1810.0,100.0,2.71582697736974e-10
1820.0,10.0,2.7161471728257504e-10
1820.0,11.0,2.7161698530588493e-10
1820.0,12.0,2.716187103616541e-10
1820.0,13.0,2.7162005288341984e-10
1820.0,14.0,2.716211181475078e-10
1820.0,15.0,2.716219775573493e-10
1820.0,16.0,2.716226809274008e-10
1820.0,17.0,2.7162326386743103e-10
1820.0,18.0,2.716237523797371e-10
1820.0,19.0,2.716241658097415e-10
1820.0,20.0,2.71624518791069e-10
1820.0,21.0,2.7162482255847274e-10
1820.0,22.0,2.71625085852955e-10
1820.0,23.0,2.7162531555767316e-10
1820.0,24.0,2.7162551715240207e-10
1820.0,25.0,2.716256950433952e-10
1820.0,26.0,2.716258528062106e-10
1820.0,27.0,2.7162599336679233e-10
1820.0,28.0,2.7162611913811787e-10
1820.0,29.0,2.7162623212444965e-10
1820.0,30.0,2.7162633400168097e-10
1820.0,31.0,2.716264261798401e-10
1820.0,32.0,2.716265098521426e-10
1820.0,33.0,2.7162658603380026e-10
1820.0,34.0,2.716266555929614e-10
1820.0,35.0,2.7162671927555387e-10
1820.0,36.0,2.7162677772536586e-10
1820.0,37.0,2.7162683150038074e-10
1820.0,38.0,2.716268810861436e-10
1820.0,39.0,2.716269269067596e-10
1820.0,40.0,2.716269693339929e-10
1820.0,41.0,2.716270086948309e-10
1820.0,42.0,2.716270452778037e-10
1820.0,43.0,2.716270793382864e-10
1820.0,44.0,2.7162711110296834e-10
1820.0,45.0,2.716271407736345e-10
1820.0,46.0,2.716271685303778e-10
1820.0,47.0,2.7162719453433887e-10
1820.0,48.0,2.716272189300494e-10
1820.0,49.0,2.7162724184744553e-10
1820.0,50.0,2.716272634036009e-10
1820.0,51.0,2.7162728370422506e-10
1820.0,52.0,2.7162730284496213e-10
1820.0,53.0,2.716273209125191e-10
1820.0,54.0,2.7162733798564984e-10
1820.0,55.0,2.7162735413601427e-10
1820.0,56.0,2.716273694289318e-10
1820.0,57.0,2.71627383924043e-10
1820.0,58.0,2.7162739767589164e-10
1820.0,59.0,2.716274107344386e-10
1820.0,60.0,2.7162742314551657e-10
1820.0,61.0,2.7162743495123235e-10
1820.0,62.0,2.716274461903247e-10
1820.0,63.0,2.7162745689848265e-10
1820.0,64.0,2.7162746710862876e-10
1820.0,65.0,2.7162747685117287e-10
1820.0,66.0,2.7162748615423856e-10
1820.0,67.0,2.7162749504386645e-10
1820.0,68.0,2.7162750354419663e-10
1820.0,69.0,2.716275116776328e-10
1820.0,70.0,2.716275194649897e-10
1820.0,71.0,2.7162752692562674e-10
1820.0,72.0,2.716275340775683e-10
1820.0,73.0,2.716275409376128e-10
1820.0,74.0,2.716275475214314e-10
1820.0,75.0,2.716275538436572e-10
1820.0,76.0,2.7162755991796753e-10
1820.0,77.0,2.7162756575715696e-10
1820.0,78.0,2.716275713732053e-10
1820.0,79.0,2.71627576777339e-10
1820.0,80.0,2.716275819800872e-10
1820.0,81.0,2.716275869913334e-10
1820.0,82.0,2.716275918203617e-10
1820.0,83.0,2.716275964759007e-10
1820.0,84.0,2.7162760096616245e-10
1820.0,85.0,2.7162760529887856e-10
1820.0,86.0,2.716276094813342e-10
1820.0,87.0,2.716276135203978e-10
1820.0,88.0,2.716276174225501e-10
1820.0,89.0,2.716276211939097e-10
1820.0,90.0,2.716276248402572e-10
1820.0,91.0,2.716276283670573e-10
1820.0,92.0,2.7162763177947934e-10
1820.0,93.0,2.716276350824162e-10
1820.0,94.0,2.716276382805022e-10
1820.0,95.0,2.716276413781284e-10
1820.0,96.0,2.71627644379459e-10
1820.0,97.0,2.716276472884444e-10
1820.0,98.0,2.716276501088345e-10
1820.0,99.0,2.7162765284419064e-10
1820.0,100.0,2.716276554978971e-10
1830.0,10.0,2.716541018541644e-10
1830.0,11.0,2.7165632213967074e-10
1830.0,12.0,2.7165801088533554e-10
1830.0,13.0,2.716593251483514e-10
1830.0,14.0,2.716603679893945e-10
1830.0,15.0,2.7166120930908585e-10
1830.0,16.0,2.716618978734213e-10
1830.0,17.0,2.716624685426633e-10
1830.0,18.0,2.716629467718085e-10
1830.0,19.0,2.7166335149908847e-10
1830.0,20.0,2.7166369705010836e-10
1830.0,21.0,2.716639944231418e-10
1830.0,22.0,2.716642521752005e-10
1830.0,23.0,2.716644770445563e-10
1830.0,24.0,2.7166467439563766e-10
1830.0,25.0,2.7166484854194824e-10
1830.0,26.0,2.7166500298378214e-10
1830.0,27.0,2.7166514058549257e-10
1830.0,28.0,2.716652637092642e-10
1830.0,29.0,2.716653743171701e-10
1830.0,30.0,2.7166547404982576e-10
1830.0,31.0,2.716655642875784e-10
1830.0,32.0,2.716656461985261e-10
1830.0,33.0,2.716657207765104e-10
1830.0,34.0,2.7166578887140497e-10
1830.0,35.0,2.7166585121343557e-10
1830.0,36.0,2.7166590843283833e-10
1830.0,37.0,2.7166596107585116e-10
1830.0,38.0,2.7166600961779806e-10
1830.0,39.0,2.7166605447385663e-10
1830.0,40.0,2.7166609600796515e-10
1830.0,41.0,2.716661345402281e-10
1830.0,42.0,2.716661703531015e-10
1830.0,43.0,2.7166620369658494e-10
1830.0,44.0,2.7166623479259577e-10
1830.0,45.0,2.716662638386712e-10
1830.0,46.0,2.7166629101111324e-10
1830.0,47.0,2.7166631646767026e-10
1830.0,48.0,2.716663403498316e-10
1830.0,49.0,2.7166636278479806e-10
1830.0,50.0,2.7166638388717875e-10
1830.0,51.0,2.7166640376045834e-10
1830.0,52.0,2.716664224982672e-10
1830.0,53.0,2.7166644018548726e-10
1830.0,54.0,2.7166645689921447e-10
1830.0,55.0,2.716664727096002e-10
1830.0,56.0,2.716664876805891e-10
1830.0,57.0,2.71666501870566e-10
1830.0,58.0,2.716665153329267e-10
1830.0,59.0,2.7166652811658027e-10
1830.0,60.0,2.716665402663945e-10
1830.0,61.0,2.7166655182358986e-10
1830.0,62.0,2.7166656282608984e-10
1830.0,63.0,2.7166657330883187e-10
1830.0,64.0,2.7166658330404564e-10
1830.0,65.0,2.716665928415007e-10
1830.0,66.0,2.7166660194872886e-10
1830.0,67.0,2.716666106512224e-10
1830.0,68.0,2.716666189726134e-10
1830.0,69.0,2.716666269348336e-10
1830.0,70.0,2.7166663455825987e-10
1830.0,71.0,2.7166664186184395e-10
1830.0,72.0,2.716666488632309e-10
1830.0,73.0,2.7166665557886543e-10
1830.0,74.0,2.7166666202408885e-10
1830.0,75.0,2.7166666821322635e-10
1830.0,76.0,2.7166667415966704e-10
1830.0,77.0,2.7166667987593635e-10
1830.0,78.0,2.716666853737619e-10
1830.0,79.0,2.716666906641338e-10
1830.0,80.0,2.7166669575735955e-10
1830.0,81.0,2.716667006631146e-10
1830.0,82.0,2.716667053904876e-10
1830.0,83.0,2.7166670994802336e-10
1830.0,84.0,2.7166671434376107e-10
1830.0,85.0,2.7166671858526966e-10
1830.0,86.0,2.7166672267968083e-10
1830.0,87.0,2.7166672663371856e-10
1830.0,88.0,2.7166673045372714e-10
1830.0,89.0,2.716667341456962e-10
1830.0,90.0,2.716667377152848e-10
1830.0,91.0,2.716667411678426e-10
1830.0,92.0,2.716667445084301e-10
1830.0,93.0,2.716667477418373e-10
1830.0,94.0,2.716667508726006e-10
1830.0,95.0,2.7166675390501907e-10
1830.0,96.0,2.71666756843169e-10
1830.0,97.0,2.7166675969091755e-10
1830.0,98.0,2.716667624519358e-10
1830.0,99.0,2.7166676512971026e-10
1830.0,100.0,2.7166676772755385e-10
1840.0,10.0,2.716927094806028e-10
1840.0,11.0,2.716948832690234e-10
1840.0,12.0,2.716965366483255e-10
1840.0,13.0,2.7169782338708904e-10
1840.0,14.0,2.7169884438791605e-10
1840.0,15.0,2.7169966808767147e-10
1840.0,16.0,2.717003422311387e-10
1840.0,17.0,2.717009009485529e-10
1840.0,18.0,2.717013691618351e-10
1840.0,19.0,2.717017654126084e-10
1840.0,20.0,2.7170210372646484e-10
1840.0,21.0,2.717023948713449e-10
1840.0,22.0,2.717026472250519e-10
1840.0,23.0,2.71702867384738e-10
1840.0,24.0,2.7170306060248376e-10
1840.0,25.0,2.717032311014537e-10
1840.0,26.0,2.71703382308634e-10
1840.0,27.0,2.7170351702838846e-10
1840.0,28.0,2.7170363757342916e-10
1840.0,29.0,2.71703745864736e-10
1840.0,30.0,2.717038435085643e-10
1840.0,31.0,2.7170393185635127e-10
1840.0,32.0,2.717040120517309e-10
1840.0,33.0,2.717040850677295e-10
1840.0,34.0,2.717041517364212e-10
1840.0,35.0,2.71704212772738e-10
1840.0,36.0,2.717042687937163e-10
1840.0,37.0,2.7170432033415374e-10
1840.0,38.0,2.717043678594188e-10
1840.0,39.0,2.7170441177599385e-10
1840.0,40.0,2.7170445244019483e-10
1840.0,41.0,2.717044901654216e-10
1840.0,42.0,2.717045252282147e-10
1840.0,43.0,2.717045578733375e-10
1840.0,44.0,2.7170458831805957e-10
1840.0,45.0,2.717046167557807e-10
1840.0,46.0,2.7170464335911056e-10
1840.0,47.0,2.717046682824935e-10
1840.0,48.0,2.717046916644555e-10
1840.0,49.0,2.7170471362953333e-10
1840.0,50.0,2.7170473428993555e-10
1840.0,51.0,2.7170475374697935e-10
1840.0,52.0,2.717047720923344e-10
1840.0,53.0,2.717047894091045e-10
1840.0,54.0,2.7170480577277105e-10
1840.0,55.0,2.7170482125201615e-10
1840.0,56.0,2.7170483590944505e-10
1840.0,57.0,2.717048498022198e-10
1840.0,58.0,2.717048629826178e-10
1840.0,59.0,2.71704875498524e-10
1840.0,60.0,2.7170488739386607e-10
1840.0,61.0,2.717048987090016e-10
1840.0,62.0,2.7170490948105936e-10
1840.0,63.0,2.7170491974424537e-10
1840.0,64.0,2.71704929530114e-10
1840.0,65.0,2.717049388678116e-10
1840.0,66.0,2.7170494778429305e-10
1840.0,67.0,2.717049563045169e-10
1840.0,68.0,2.717049644516201e-10
1840.0,69.0,2.7170497224707534e-10
1840.0,70.0,2.7170497971083245e-10
1840.0,71.0,2.717049868614463e-10
1840.0,72.0,2.717049937161924e-10
1840.0,73.0,2.7170500029117103e-10
1840.0,74.0,2.7170500660140214e-10
1840.0,75.0,2.717050126609109e-10
1840.0,76.0,2.7170501848280613e-10
1840.0,77.0,2.717050240793506e-10
1840.0,78.0,2.717050294620268e-10
1840.0,79.0,2.7170503464159416e-10
1840.0,80.0,2.717050396281446e-10
1840.0,81.0,2.7170504443115067e-10
1840.0,82.0,2.717050490595109e-10
1840.0,83.0,2.7170505352159114e-10
1840.0,84.0,2.71705057825262e-10
1840.0,85.0,2.7170506197793417e-10
1840.0,86.0,2.717050659865896e-10
1840.0,87.0,2.7170506985781173e-10
1840.0,88.0,2.7170507359781183e-10
1840.0,89.0,2.717050772124542e-10
1840.0,90.0,2.7170508070727943e-10
1840.0,91.0,2.717050840875248e-10
1840.0,92.0,2.7170508735814527e-10
1840.0,93.0,2.7170509052383004e-10
1840.0,94.0,2.7170509358902085e-10
1840.0,95.0,2.717050965579266e-10
1840.0,96.0,2.7170509943453827e-10
1840.0,97.0,2.71705102222642e-10
1840.0,98.0,2.717051049258319e-10
1840.0,99.0,2.717051075475215e-10
1840.0,100.0,2.7170511009095437e-10
1850.0,10.0,2.71730543615095e-10
1850.0,11.0,2.7173267210881266e-10
1850.0,12.0,2.717342910363334e-10
1850.0,13.0,2.717355509626457e-10
1850.0,14.0,2.717365506880752e-10
1850.0,15.0,2.717373572235787e-10
1850.0,16.0,2.7173801731913256e-10
1850.0,17.0,2.7173856439382256e-10
1850.0,18.0,2.7173902285027886e-10
1850.0,19.0,2.7173941084377256e-10
1850.0,20.0,2.717397421076408e-10
1850.0,21.0,2.7174002718544746e-10
1850.0,22.0,2.7174027428042216e-10
1850.0,23.0,2.717404898522468e-10
1850.0,24.0,2.717406790435595e-10
1850.0,25.0,2.717408459895223e-10
1850.0,26.0,2.71740994045709e-10
1850.0,27.0,2.717411259580457e-10
1850.0,28.0,2.717412439910512e-10
1850.0,29.0,2.7174135002567543e-10
1850.0,30.0,2.717414456347016e-10
1850.0,31.0,2.7174153214140494e-10
1850.0,32.0,2.717416106655877e-10
1850.0,33.0,2.717416821599999e-10
1850.0,34.0,2.717417474393762e-10
1850.0,35.0,2.717418072037503e-10
1850.0,36.0,2.7174186205730044e-10
1850.0,37.0,2.7174191252367947e-10
1850.0,38.0,2.7174195905855843e-10
1850.0,39.0,2.7174200205994897e-10
1850.0,40.0,2.717420418767418e-10
1850.0,41.0,2.717420788158058e-10
1850.0,42.0,2.717421131479188e-10
1850.0,43.0,2.7174214511274356e-10
1850.0,44.0,2.7174217492302185e-10
1850.0,45.0,2.717422027681235e-10
1850.0,46.0,2.7174222881706084e-10
1850.0,47.0,2.7174225322105995e-10
1850.0,48.0,2.7174227611576003e-10
1850.0,49.0,2.7174229762310245e-10
1850.0,50.0,2.7174231785295773e-10
1850.0,51.0,2.717423369045315e-10
1850.0,52.0,2.7174235486758325e-10
1850.0,53.0,2.717423718234849e-10
1850.0,54.0,2.717423878461448e-10
1850.0,55.0,2.7174240300281387e-10
1850.0,56.0,2.7174241735479284e-10
1850.0,57.0,2.717424309580524e-10
1850.0,58.0,2.717424438637806e-10
1850.0,59.0,2.7174245611886436e-10
1850.0,60.0,2.7174246776631635e-10
1850.0,61.0,2.717424788456525e-10
1850.0,62.0,2.7174248939322845e-10
1850.0,63.0,2.7174249944253704e-10
1850.0,64.0,2.7174250902447524e-10
1850.0,65.0,2.7174251816758194e-10
1850.0,66.0,2.7174252689825027e-10
1850.0,67.0,2.717425352409188e-10
1850.0,68.0,2.7174254321824215e-10
1850.0,69.0,2.7174255085124554e-10
1850.0,70.0,2.7174255815946323e-10
1850.0,71.0,2.717425651610633e-10
1850.0,72.0,2.717425718729614e-10
1850.0,73.0,2.71742578310922e-10
1850.0,74.0,2.717425844896524e-10
1850.0,75.0,2.717425904228851e-10
1850.0,76.0,2.717425961234562e-10
1850.0,77.0,2.717426016033726e-10
1850.0,78.0,2.7174260687387744e-10
1850.0,79.0,2.717426119455063e-10
1850.0,80.0,2.7174261682814045e-10
1850.0,81.0,2.7174262153105524e-10
1850.0,82.0,2.717426260629638e-10
1850.0,83.0,2.717426304320572e-10
1850.0,84.0,2.717426346460426e-10
1850.0,85.0,2.7174263871217585e-10
1850.0,86.0,2.7174264263729375e-10
1850.0,87.0,2.7174264642784224e-10
1850.0,88.0,2.7174265008990326e-10
1850.0,89.0,2.7174265362921906e-10
1850.0,90.0,2.7174265705121443e-10
1850.0,91.0,2.7174266036101785e-10
1850.0,92.0,2.717426635634807e-10
1850.0,93.0,2.717426666631949e-10
1850.0,94.0,2.7174266966450923e-10
1850.0,95.0,2.717426725715449e-10
1850.0,96.0,2.7174267538821e-10
1850.0,97.0,2.7174267811821155e-10
1850.0,98.0,2.717426807650688e-10
1850.0,99.0,2.717426833321241e-10
1850.0,100.0,2.7174268582255357e-10
1860.0,10.0,2.717616483138415e-10
1860.0,11.0,2.717637326325678e-10
1860.0,12.0,2.717653179600054e-10
1860.0,13.0,2.7176655173672734e-10
1860.0,14.0,2.7176753071274404e-10
1860.0,15.0,2.717683205083486e-10
1860.0,16.0,2.71768966903302e-10
1860.0,17.0,2.717695026231193e-10
1860.0,18.0,2.7176995156397687e-10
1860.0,19.0,2.717703315043452e-10
1860.0,20.0,2.717706558925314e-10
1860.0,21.0,2.7177093505326977e-10
1860.0,22.0,2.717711770195321e-10
1860.0,23.0,2.7177138811692894e-10
1860.0,24.0,2.717715733813612e-10
1860.0,25.0,2.7177173686216446e-10
1860.0,26.0,2.7177188184526586e-10
1860.0,27.0,2.7177201101959817e-10
1860.0,28.0,2.717721266026788e-10
1860.0,29.0,2.7177223043641707e-10
1860.0,30.0,2.7177232406095184e-10
1860.0,31.0,2.717724087720928e-10
1860.0,32.0,2.717724856663996e-10
1860.0,33.0,2.7177255567684704e-10
1860.0,34.0,2.717726196012592e-10
1860.0,35.0,2.7177267812513975e-10
1860.0,36.0,2.7177273184012675e-10
1860.0,37.0,2.717727812590041e-10
1860.0,38.0,2.717728268279847e-10
1860.0,39.0,2.7177286893681907e-10
1860.0,40.0,2.7177290792715623e-10
1860.0,41.0,2.7177294409949585e-10
1860.0,42.0,2.7177297771899515e-10
1860.0,43.0,2.7177300902034255e-10
1860.0,44.0,2.7177303821186406e-10
1860.0,45.0,2.7177306547899893e-10
1860.0,46.0,2.7177309098725143e-10
1860.0,47.0,2.7177311488470866e-10
1860.0,48.0,2.7177313730419467e-10
1860.0,49.0,2.7177315836511955e-10
1860.0,50.0,2.717731781750734e-10
1860.0,51.0,2.7177319683120267e-10
1860.0,52.0,2.717732144214036e-10
1860.0,53.0,2.717732310253596e-10
1860.0,54.0,2.717732467154445e-10
1860.0,55.0,2.717732615575135e-10
1860.0,56.0,2.71773275611595e-10
1860.0,57.0,2.7177328893249784e-10
1860.0,58.0,2.717733015703476e-10
1860.0,59.0,2.7177331357105807e-10
1860.0,60.0,2.71773324976749e-10
1860.0,61.0,2.7177333582611634e-10
1860.0,62.0,2.717733461547608e-10
1860.0,63.0,2.717733559954802e-10
1860.0,64.0,2.717733653785303e-10
1860.0,65.0,2.717733743318574e-10
1860.0,66.0,2.7177338288130706e-10
1860.0,67.0,2.7177339105081033e-10
1860.0,68.0,2.7177339886255183e-10
1860.0,69.0,2.717734063371202e-10
1860.0,70.0,2.717734134936443e-10
1860.0,71.0,2.717734203499151e-10
1860.0,72.0,2.7177342692249703e-10
1860.0,73.0,2.717734332268277e-10
1860.0,74.0,2.717734392773086e-10
1860.0,75.0,2.7177344508738783e-10
1860.0,76.0,2.7177345066963434e-10
1860.0,77.0,2.717734560358065e-10
1860.0,78.0,2.717734611969136e-10
1860.0,79.0,2.717734661632727e-10
1860.0,80.0,2.7177347094456e-10
1860.0,81.0,2.7177347554985834e-10
1860.0,82.0,2.717734799876998e-10
1860.0,83.0,2.7177348426610576e-10
1860.0,84.0,2.717734883926232e-10
1860.0,85.0,2.7177349237435734e-10
1860.0,86.0,2.717734962180032e-10
1860.0,87.0,2.7177349992987283e-10
1860.0,88.0,2.7177350351592185e-10
1860.0,89.0,2.717735069817735e-10
1860.0,90.0,2.7177351033273987e-10
1860.0,91.0,2.71773513573843e-10
1860.0,92.0,2.717735167098337e-10
1860.0,93.0,2.717735197452082e-10
1860.0,94.0,2.717735226842254e-10
1860.0,95.0,2.7177352553092104e-10
1860.0,96.0,2.717735282891216e-10
1860.0,97.0,2.717735309624576e-10
1860.0,98.0,2.717735335543752e-10
1860.0,99.0,2.71773536068147e-10
1860.0,100.0,2.7177353850688366e-10
1870.0,10.0,2.717986322052758e-10
1870.0,11.0,2.7180067353058834e-10
1870.0,12.0,2.7180222615669356e-10
1870.0,13.0,2.718034344833032e-10
1870.0,14.0,2.7180439326494495e-10
1870.0,15.0,2.718051667684427e-10
1870.0,16.0,2.718057998292904e-10
1870.0,17.0,2.718063244979841e-10
1870.0,18.0,2.7180676417779274e-10
1870.0,19.0,2.7180713628046434e-10
1870.0,20.0,2.718074539769007e-10
1870.0,21.0,2.718077273788597e-10
1870.0,22.0,2.718079643536097e-10
1870.0,23.0,2.7180817109627604e-10
1870.0,24.0,2.718083525388782e-10
1870.0,25.0,2.718085126472204e-10
1870.0,26.0,2.718086546394468e-10
1870.0,27.0,2.7180878114902114e-10
1870.0,28.0,2.7180889434771675e-10
1870.0,29.0,2.7180899603944683e-10
1870.0,30.0,2.7180908773257913e-10
1870.0,31.0,2.718091706961925e-10
1870.0,32.0,2.718092460042257e-10
1870.0,33.0,2.718093145704074e-10
1870.0,34.0,2.718093771761034e-10
1870.0,35.0,2.7180943449267636e-10
1870.0,36.0,2.7180948709955913e-10
1870.0,37.0,2.7180953549895753e-10
1870.0,38.0,2.718095801278796e-10
1870.0,39.0,2.7180962136803553e-10
1870.0,40.0,2.7180965955402656e-10
1870.0,41.0,2.7180969498015325e-10
1870.0,42.0,2.7180972790610287e-10
1870.0,43.0,2.718097585617225e-10
1870.0,44.0,2.718097871510404e-10
1870.0,45.0,2.7180981385567045e-10
1870.0,46.0,2.718098388377026e-10
1870.0,47.0,2.718098622421691e-10
1870.0,48.0,2.7180988419915405e-10
1870.0,49.0,2.71809904825604e-10
1870.0,50.0,2.7180992422688975e-10
1870.0,51.0,2.718099424981536e-10
1870.0,52.0,2.7180995972547855e-10
1870.0,53.0,2.71809975986904e-10
1870.0,54.0,2.7180999135331114e-10
1870.0,55.0,2.7181000588919645e-10
1870.0,56.0,2.718100196533498e-10
1870.0,57.0,2.7181003269944964e-10
1870.0,58.0,2.7181004507658737e-10
1870.0,59.0,2.7181005682972957e-10
1870.0,60.0,2.7181006800012716e-10
1870.0,61.0,2.718100786256778e-10
1870.0,62.0,2.718100887412478e-10
1870.0,63.0,2.7181009837895833e-10
1870.0,64.0,2.7181010756844095e-10
1870.0,65.0,2.7181011633706566e-10
1870.0,66.0,2.718101247101445e-10
1870.0,67.0,2.7181013271111514e-10
1870.0,68.0,2.7181014036170444e-10
1870.0,69.0,2.718101476820763e-10
1870.0,70.0,2.71810154690965e-10
1870.0,71.0,2.718101614057944e-10
1870.0,72.0,2.7181016784278735e-10
1870.0,73.0,2.718101740170628e-10
1870.0,74.0,2.7181017994272544e-10
1870.0,75.0,2.7181018563294564e-10
1870.0,76.0,2.7181019110003326e-10
1870.0,77.0,2.718101963555039e-10
1870.0,78.0,2.7181020141014005e-10
1870.0,79.0,2.7181020627404555e-10
1870.0,80.0,2.7181021095669737e-10
1870.0,81.0,2.718102154669906e-10
1870.0,82.0,2.718102198132816e-10
1870.0,83.0,2.718102240034263e-10
1870.0,84.0,2.718102280448156e-10
1870.0,85.0,2.7181023194440855e-10
1870.0,86.0,2.7181023570876183e-10
1870.0,87.0,2.7181023934405746e-10
1870.0,88.0,2.718102428561281e-10
1870.0,89.0,2.718102462504809e-10
1870.0,90.0,2.718102495323186e-10
1870.0,91.0,2.718102527065592e-10
1870.0,92.0,2.718102557778559e-10
1870.0,93.0,2.7181025875061217e-10
1870.0,94.0,2.718102616289989e-10
1870.0,95.0,2.718102644169686e-10
1870.0,96.0,2.718102671182689e-10
1870.0,97.0,2.718102697364551e-10
1870.0,98.0,2.718102722749027e-10
1870.0,99.0,2.7181027473681667e-10
1870.0,100.0,2.7181027712524335e-10
1880.0,10.0,2.7183660809294565e-10
1880.0,11.0,2.7183860753289456e-10
1880.0,12.0,2.7184012830049077e-10
1880.0,13.0,2.7184131183293883e-10
1880.0,14.0,2.718422509407052e-10
1880.0,15.0,2.718430085720228e-10
1880.0,16.0,2.718436286424539e-10
1880.0,17.0,2.7184414254487146e-10
1880.0,18.0,2.7184457320234056e-10
1880.0,19.0,2.7184493766933875e-10
1880.0,20.0,2.718452488465116e-10
1880.0,21.0,2.718455166381302e-10
1880.0,22.0,2.718457487500303e-10
1880.0,23.0,2.7184595125021515e-10
1880.0,24.0,2.718461289695003e-10
1880.0,25.0,2.718462857923119e-10
1880.0,26.0,2.718464248707576e-10
1880.0,27.0,2.718465487842626e-10
1880.0,28.0,2.7184665966003467e-10
1880.0,29.0,2.718467592649705e-10
1880.0,30.0,2.718468490764857e-10
1880.0,31.0,2.718469303376171e-10
1880.0,32.0,2.718470041002659e-10
1880.0,33.0,2.7184707125941053e-10
1880.0,34.0,2.7184713258038287e-10
1880.0,35.0,2.7184718872076874e-10
1880.0,36.0,2.7184724024811097e-10
1880.0,37.0,2.7184728765430947e-10
1880.0,38.0,2.7184733136740487e-10
1880.0,39.0,2.718473717612744e-10
1880.0,40.0,2.718474091636529e-10
1880.0,41.0,2.718474438628019e-10
1880.0,42.0,2.7184747611307953e-10
1880.0,43.0,2.718475061396162e-10
1880.0,44.0,2.718475341422536e-10
1880.0,45.0,2.7184756029887854e-10
1880.0,46.0,2.718475847682549e-10
1880.0,47.0,2.7184760769243875e-10
1880.0,48.0,2.718476291988445e-10
1880.0,49.0,2.7184764940201916e-10
1880.0,50.0,2.7184766840517097e-10
1880.0,51.0,2.7184768630149003e-10
1880.0,52.0,2.7184770317529283e-10
1880.0,53.0,2.7184771910301747e-10
1880.0,54.0,2.718477341540903e-10
1880.0,55.0,2.7184774839168436e-10
1880.0,56.0,2.718477618733832e-10
1880.0,57.0,2.718477746517637e-10
1880.0,58.0,2.7184778677490983e-10
1880.0,59.0,2.718477982868654e-10
1880.0,60.0,2.718478092280348e-10
1880.0,61.0,2.7184781963553813e-10
1880.0,62.0,2.7184782954352606e-10
1880.0,63.0,2.718478389834608e-10
1880.0,64.0,2.718478479843657e-10
1880.0,65.0,2.718478565730489e-10
1880.0,66.0,2.7184786477430356e-10
1880.0,67.0,2.718478726110858e-10
1880.0,68.0,2.71847880104677e-10
1880.0,69.0,2.718478872748271e-10
1880.0,70.0,2.7184789413988594e-10
1880.0,71.0,2.7184790071692e-10
1880.0,72.0,2.71847907021819e-10
1880.0,73.0,2.718479130693919e-10
1880.0,74.0,2.718479188734536e-10
1880.0,75.0,2.7184792444690435e-10
1880.0,76.0,2.718479298018015e-10
1880.0,77.0,2.7184793494942437e-10
1880.0,78.0,2.7184793990033396e-10
1880.0,79.0,2.7184794466442704e-10
1880.0,80.0,2.7184794925098575e-10
1880.0,81.0,2.7184795366872295e-10
1880.0,82.0,2.718479579258235e-10
1880.0,83.0,2.7184796202998183e-10
1880.0,84.0,2.718479659884375e-10
1880.0,85.0,2.718479698080066e-10
1880.0,86.0,2.718479734951113e-10
1880.0,87.0,2.7184797705580673e-10
1880.0,88.0,2.718479804958059e-10
1880.0,89.0,2.7184798382050297e-10
1880.0,90.0,2.718479870349937e-10
1880.0,91.0,2.718479901440956e-10
1880.0,92.0,2.7184799315236597e-10
1880.0,93.0,2.7184799606411813e-10
1880.0,94.0,2.7184799888343726e-10
1880.0,95.0,2.718480016141947e-10
1880.0,96.0,2.7184800426006146e-10
1880.0,97.0,2.718480068245197e-10
1880.0,98.0,2.718480093108755e-10
1880.0,99.0,2.7184801172226844e-10
1880.0,100.0,2.7184801406168203e-10
1890.0,10.0,2.7187289386501637e-10
1890.0,11.0,2.718748524743392e-10
1890.0,12.0,2.718763421856979e-10
1890.0,13.0,2.7187750154837444e-10
1890.0,14.0,2.718784214777207e-10
1890.0,15.0,2.7187916363658006e-10
1890.0,16.0,2.718797710437466e-10
1890.0,17.0,2.7188027445103e-10
1890.0,18.0,2.7188069631338356e-10
1890.0,19.0,2.718810533370109e-10
1890.0,20.0,2.7188135815910743e-10
1890.0,21.0,2.718816204816825e-10
1890.0,22.0,2.7188184785320427e-10
1890.0,23.0,2.7188204621775566e-10
1890.0,24.0,2.7188222030749665e-10
1890.0,25.0,2.718823739275251e-10
1890.0,26.0,2.7188251016557525e-10
1890.0,27.0,2.718826315483941e-10
1890.0,28.0,2.71882740159747e-10
1890.0,29.0,2.7188283773044587e-10
1890.0,30.0,2.7188292570773387e-10
1890.0,31.0,2.718830053092615e-10
1890.0,32.0,2.718830775654475e-10
1890.0,33.0,2.718831433529925e-10
1890.0,34.0,2.71883203421598e-10
1890.0,35.0,2.7188325841542024e-10
1890.0,36.0,2.718833088904109e-10
1890.0,37.0,2.718833553284242e-10
1890.0,38.0,2.718833981487589e-10
1890.0,39.0,2.718834377176566e-10
1890.0,40.0,2.718834743561586e-10
1890.0,41.0,2.718835083466394e-10
1890.0,42.0,2.7188353993826265e-10
