source_id,x_m,y_m,z_m,distance_to_detector_m,distance_offset_m,propagation_compensation_s,theta_src,phi_src,theta_rot,phi_rot,gw_phase_offset_rad,rotor_phase_offset_rad
43,11.25,-15.0,0.0,4003.1354069092304,3.135406909230369,1.0458328583156668e-08,0.20605539750745716,5.950378382562652,1.725663151214162,0.014197699305529818,-0.0014155953826344714,-0.0007077976913172357
44,-11.25,-7.5,0.0,3998.350578098565,-1.6494219014348346,-5.501740832004118e-09,0.2002494957013844,5.9500486824404994,1.720181053445002,0.01389269027408352,-0.001475763426824983,-0.0007378817134124915
45,-3.75,-7.5,0.0,3999.7671949475357,-0.2328050524643004,-7.765345312351581e-10,0.20198702271068927,5.953105153930379,1.722018514327779,0.014018543572300526,-0.0014579498187434758,-0.0007289749093717379
46,3.75,-7.5,0.0,4001.197368560545,1.1973685605448736,3.993891129235736e-09,0.2037251167347379,5.956108047808115,1.7238546646442705,0.014144390921728096,-0.001439965737692006,-0.000719982868846003
47,11.25,-7.5,0.0,4002.6410844057923,2.6410844057922986,8.809487677759502e-09,0.20546371776200711,5.959058707835462,1.7256894933402884,0.014270232305548724,-0.001421811366404846,-0.000710905683202423
48,-11.25,0.0,0.0,3997.869733983835,-2.1302660161650238,-7.10562380308547e-09,0.1996560518485262,5.958987636646705,1.7202065508954218,0.013970370510744018,-0.0014818099231757031,-0.0007409049615878516
49,-3.75,0.0,0.0,3999.2865211561584,-0.7134788438415853,-2.3798493790579897e-09,0.20139925585858642,5.961973959964859,1.7220443382605701,0.014094495850038457,-0.0014639941733203266,-0.0007319970866601633
50,3.75,0.0,0.0,4000.7168666001194,0.7168666001193742,2.391149433353483e-09,0.20314293580712298,5.964907623596582,1.7249329955802999,0.014371914502628345,0.0014120087560143268,0.0007060043780071634
51,11.25,0.0,0.0,4002.160755778811,2.160755778811108,7.2073241454673385e-09,0.20488703376794698,5.967789959052682,1.726768372310315,0.014492630497012804,0.0014301653069273002,0.0007150826534636501
52,-11.25,7.5,0.0,3997.4029036896977,-2.597096310302277,-8.66276287625843e-09,0.19907809643997293,5.967980618818827,1.7212840081443463,0.014209622281342425,0.0013703364883679292,0.0006851682441839646
53,-3.75,7.5,0.0,3998.8198562606162,-1.180143739383766,-3.936436755783075e-09,0.20082685991047677,5.970895418275396,1.7231223319115432,0.014328614232624376,0.0013881543180702671,0.0006940771590351336
54,3.75,7.5,0.0,4000.250368567138,0.25036856713813904,8.351186362179421e-10,0.20257600927011626,5.973758520433494,1.7249593439862978,0.014447604553510579,0.0014061426581091219,0.0007030713290545609
55,11.25,7.5,0.0,4001.6944260673968,1.694426067396762,5.651854794518885e-09,0.20432548868387576,5.9765712428537885,1.726795033307715,0.014566593223794585,0.0014243013256241,0.00071215066281205
56,-11.25,15.0,0.0,3996.950092126455,-3.0499078735451803,-1.0173141672932556e-08,0.19851578102250597,5.977026652633407,1.7213098907715176,0.014288742134655065,0.001364642494449786,0.000682321247224893
57,-3.75,15.0,0.0,3998.367205166007,-1.6327948339931027,-5.446280300177127e-09,0.20026998276178942,5.979868566470259,1.7231485218062832,0.014406002540059417,0.0013824623420055637,0.0006912311710027819
58,3.75,15.0,0.0,3999.7978793614525,-0.2021206385475125,-6.741849184373332e-10,0.2020244814792449,5.982659789881473,1.7249858406156142,0.01452326282281552,0.0014004527177577941,0.0007002263588788971
59,11.25,15.0,0.0,4001.2421001661123,1.2421001661123228,4.1430959510084145e-09,0.2037792234329179,5.985401624753126,1.72682183613489,0.014640522970006072,0.0014186134387856875,0.0007093067193928437
60,-11.25,-15.0,7.5,4006.1949282015553,6.194928201555285,2.066353636275946e-08,0.2004847705712449,5.941164686299197,1.7197501688470636,0.013765369757786465,-0.0013305170977422343,-0.0006652585488711171
61,-3.75,-15.0,7.5,4007.6087722163215,7.60877221632154,2.5379493716883056e-08,0.20221346334999943,5.944289918114158,1.721584069096108,0.013892465154859958,-0.001312738357368115,-0.0006563691786840575
62,3.75,-15.0,7.5,4009.036148445479,9.03614844547883,3.0140588543958735e-08,0.20394281848590373,5.947360698754567,1.7234166664589323,0.014019553136905468,-0.001294789452729983,-0.0006473947263649915
63,11.25,-15.0,7.5,4010.477042440202,10.477042440201785,3.494677264910536e-08,0.2056727740420506,5.950378382562652,1.7252479499384334,0.014146633680008935,-0.0012766705655180566,-0.0006383352827590283
64,-11.25,-7.5,7.5,4005.700983257576,5.700983257575899,1.901595482847198e-08,0.1998770630377185,5.9500486824404994,1.7197753788838588,0.013843026754454249,-0.0013367283337952784,-0.0006683641668976392
65,-3.75,-7.5,7.5,4007.115001552621,7.1150015526209245,2.3732493504406018e-08,0.20161153494112288,5.953105153930379,1.7216096102210954,0.013968401678117777,-0.0013189474018897585,-0.0006594737009448792
66,3.75,-7.5,7.5,4008.542553605413,8.542553605413104,2.849417480124451e-08,0.20334657738694617,5.956108047808115,1.7234425380992668,0.014093770680345365,-0.001300996286312639,-0.0006504981431563195
67,11.25,-7.5,7.5,4009.983624961922,9.983624961922033,3.3300950506744606e-08,0.20508213051003338,5.959058707835462,1.725274151517243,0.014219133744470753,-0.0012828751688198636,-0.0006414375844099318
68,-11.25,0.0,7.5,4005.2210215908885,5.22102159088854,1.7415015313170582e-08,0.19928466367084618,5.958987636646705,1.7198007407098668,0.013920655706745992,-0.001342763733579666,-0.000671381866789833
69,-3.75,0.0,7.5,4006.6352092736006,6.635209273600594,2.2132118991329533e-08,0.20102480105926154,5.961973959964859,1.7216352967779933,0.014044308893133404,-0.0013249806716655321,-0.0006624903358327661
70,3.75,0.0,7.5,4008.062932214046,8.062932214046214,2.689437029368317e-08,0.2027654180902655,5.964907623596582,1.7245186986077838,0.014321703919037105,0.0015461700492345187,0.0007730850246172594
71,11.25,0.0,7.5,4009.5041759531323,9.50417595313229,3.17017209911017e-08,0.2045064569800974,5.967789959052683,1.726350857068222,0.014441960166348853,0.0015642933343960053,0.0007821466671980026
72,-11.25,7.5,7.5,4004.7550482290935,4.755048229093518,1.586073458670286e-08,0.1987077259895261,5.967980618818827,1.7208760346086673,0.014160275067741881,0.0015045742225794356,0.0007522871112897178
73,-3.75,7.5,7.5,4006.1694004015553,6.169400401555322,2.0578386929804277e-08,0.20045341156384575,5.970895418275396,1.722711124145408,0.01427881348603312,0.001522359352911451,0.0007611796764557255
74,3.75,7.5,7.5,4007.597289288322,7.597289288321917,2.5341191755576775e-08,0.20219948690586034,5.973758520433494,1.7245449091068557,0.014397350276264743,0.0015403147040928822,0.0007701573520464411
75,11.25,7.5,7.5,4009.038700425384,9.038700425383922,3.0149100818492066e-08,0.2039458963190306,5.9765712428537885,1.7263773784852243,0.014515885418410202,0.0015584400942421084,0.0007792200471210542
76,-11.25,15.0,7.5,4004.3030680555707,4.303068055570748,1.4353128937861067e-08,0.19814640123239674,5.977026652633407,1.7209017822270818,0.014239339016162141,0.001498890683182097,0.0007494453415910485
77,-3.75,15.0,7.5,4005.717579814708,5.717579814708188,1.9071313591421574e-08,0.19989751404937625,5.979868566470259,1.7227371773825086,0.014356152136762067,0.0015166778202773123,0.0007583389101386562
78,3.75,15.0,7.5,4007.1456297012655,7.145629701265534,2.3834655441179232e-08,0.20164892789533143,5.982659789881473,1.724571267434425,0.014472965126836932,0.0015346351959912852,0.0007673175979956426
79,11.25,15.0,7.5,4008.587203246463,8.587203246463105,2.8643106225694147e-08,0.20340058916282264,5.985401624753126,1.7264040413713486,0.01458977797360173,0.0015527626283833307,0.0007763813141916653
80,-11.25,-15.0,15.0,4013.5449822616224,13.544982261622408,4.5180060912683147e-08,0.20011263492742387,5.941164686299197,1.7193460768461142,0.013715964306089784,-0.001192073842353203,-0.0005960369211766015
81,-3.75,-15.0,15.0,4014.9562379974695,14.956237997469543,4.9887384914841705e-08,0.20183829452511384,5.944289918114158,1.7211767601195413,0.013842577850150825,-0.0011743276489495358,-0.0005871638244747679
82,3.75,-15.0,15.0,4016.381003021519,16.381003021519064,5.463976991834244e-08,0.2035646197931448,5.947360698754567,1.723006147558282,0.013969184016217778,-0.0011564115795725805,-0.0005782057897862902
83,11.25,-15.0,15.0,4017.819262962122,17.81926296212214,5.943716798573095e-08,0.20529154894421411,5.950378382562652,1.7248342282179434,0.014095782780573801,-0.0011383258149426645,-0.0005691629074713322
84,-11.25,-7.5,15.0,4013.0519419963025,13.051941996302503,4.353549698566545e-08,0.1995059947392409,5.9500486824404994,1.7193711525201563,0.013793569690275584,-0.001198273702295083,-0.0005991368511475414
85,-3.75,-7.5,15.0,4014.463371056914,14.463371056914184,4.824339912246225e-08,0.20123742175992287,5.953105153930379,1.7212021651087104,0.013918468940395425,-0.0011805253293748486,-0.0005902626646874243
86,3.75,-7.5,15.0,4015.8883109413027,15.888310941302734,5.299636738259751e-08,0.20296942281372535,5.956108047808115,1.723031881294854,0.014043362296028445,-0.0011626070611723271,-0.0005813035305861636
87,11.25,-7.5,15.0,4017.326747272661,17.326747272661123,5.779435381141135e-08,0.20470193818119062,5.959058707835462,1.7248602901301995,0.014168249740658313,-0.0011445190784722392,-0.0005722595392361196
88,-11.25,0.0,15.0,4012.5728596105446,12.572859610544583,4.193749036205665e-08,0.19891463635749734,5.958987636646705,1.7193963795667142,0.013871147285311376,-0.0012042980453377261,-0.0006021490226688631
89,-3.75,0.0,15.0,4013.984457129909,13.98445712990906,4.6645954402631955e-08,0.20065171739452375,5.961973959964859,1.721227715147005,0.013994330986857312,-0.0011865475540906445,-0.0005932737770453222
90,3.75,0.0,15.0,4015.409566965472,15.409566965472095,5.139948954460338e-08,0.20238928174058043,5.964907623596582,1.7241063930050287,0.014271841303444837,0.001679744961752938,0.000839872480876469
91,11.25,0.0,15.0,4016.848174735409,16.848174735408975,5.61980478165743e-08,0.2041272717536795,5.967789959052682,1.7259353439091818,0.014391640457245029,0.0016978351002512326,0.0008489175501256163
92,-11.25,7.5,15.0,4012.1077401044445,12.107740104444474,4.038605771996156e-08,0.1983387129894489,5.967980618818827,1.7204700319489203,0.01411126950528144,0.0016382253019395776,0.0008191126509697888
93,-3.75,7.5,15.0,4013.519501211292,13.519501211292209,4.509506741591797e-08,0.2000813309839222,5.970895418275396,1.7223018980819234,0.01422935701047595,0.0016559778502593936,0.0008279889251296968
94,3.75,7.5,15.0,4014.9447760835624,14.944776083562374,4.984915304723941e-08,0.20182434258629225,5.973758520433494,1.7241324667060811,0.014347442890312779,0.0016739003308519074,0.0008369501654259537
95,11.25,7.5,15.0,4016.3835503345585,16.38355033455855,5.464826662627935e-08,0.20356769223785365,5.9765712428537885,1.725961726866402,0.014465527124943138,0.0016919925628084975,0.0008459962814042488
96,-11.25,15.0,15.0,4011.6565883346543,11.656588334654316,3.88812152590204e-08,0.1977783755668517,5.977026652633407,1.7204956456442366,0.01419027653519297,0.0016325521795153008,0.0008162760897576504
97,-3.75,15.0,15.0,4013.0685081526067,13.068508152606682,4.359075434491889e-08,0.199526409822926,5.979868566470259,1.7223278157586157,0.014306644957693997,0.0016503067235884572,0.0008251533617942286
98,3.75,15.0,15.0,4014.4939431419666,14.49394314196661,4.8345374055925986e-08,0.2012747491197399,5.982659789881473,1.7241586878406565,0.014423013242244192,0.0016682312176139469,0.0008341156088069734
99,11.25,15.0,15.0,4015.93287891131,15.932878911310127,5.314502638862617e-08,0.2030233399837436,5.985401624753126,1.7259882509317004,0.014539381376189108,0.0016863254806240846,0.0008431627403120423
